1972 Jan 1,"""Company"" closes at Alvin Theater NYC after 690 performances"
1972 Jan 1,"""On the Town"" closes at Imperial Theater NYC after 65 performances"
1972 Jan 1,"""Promises Promises"" closes at Shubert Theater NYC after 1281 performances"
1972 Jan 1,"China performs nuclear test at Lop Nor, PRC"
1972 Jan 1,International Book Year begins
1972 Jan 1,"KDSD TV channel 16 in Aberdeen, SD (PBS) begins broadcasting"
1972 Jan 1,Policewomen are enlisted as full members of South African Police Force for the first time.
1972 Jan 1,"58th Rose Bowl: #16 Stanford beats #4 Michigan, 13-12"
1972 Jan 1,"38th Sugar Bowl: #3 Oklahoma beats #5 Auburn, 40-22"
1972 Jan 1,"38th Orange Bowl: #1 Nebraska beats #2 Alabama, 38-6"
1972 Jan 2,"""Rothschilds"" closes at Lunt-Fontanne Theater NYC after 505 performances"
1972 Jan 2,Mariner 9 begins mapping Mars
1972 Jan 2,"AFC Championship, Miami Orange Bowl: Miami Dolphins beat Baltimore Colts, 21-0"
1972 Jan 2,"An anti-internment rally is held in Belfast, North Ireland"
1972 Jan 2,"Australian Open Women's Tennis: Virginia Wade of England wins her first Grand Slam title; beats home favourite Evonne Goolagong 6-4, 6-4"
1972 Jan 2,"NFC Championship, Texas Stadium, Irving: Dallas Cowboys beat San Francisco 49ers, 14-3"
1972 Jan 3,"The Irish Republican Army (IRA) explodes a bomb in Callender Street, Belfast, injuring over 60 people"
1972 Jan 3,"Australian Open Men's Tennis: Ken Rosewall retains title for his 4th overall Australian crown; beats fellow Australian Mal Anderson 7-6, 6-3, 7-5"
1972 Jan 4,Rose Heilbron becomes the first female judge to sit at the Old Bailey in London.
1972 Jan 5,"Largest crowd at Cleveland Arena (Cavs vs Lakers-11,178)"
1972 Jan 5,NYC transit fare rises from 30 cents to 35 cents
1972 Jan 5,US President Nixon signs a bill for NASA to begin research on a manned space shuttle
1972 Jan 5,President of Bangladesh Sheikh Mujibur Rahman freed by the newly elected President of Pakistan Zulfikar Ali Bhutto
1972 Jan 6,US female Figure Skating championship won by Janet Lynn
1972 Jan 6,US male Figure Skating championship won by Kenneth Shelley
1972 Jan 6,Vladimir Bukovski is exiled from USSR
1972 Jan 7,"Iberian Airlines 'plane crashes into 800ft peak on island of Ibiza, 104 die"
1972 Jan 7,"Los Angeles Lakers defeat the Atlanta Hawks, 134-90 for their 33rd straight win, the longest winning streak in major professional sports"
1972 Jan 7,Lewis F. Powell Jr. becomes a US Supreme Court Justice
1972 Jan 7,William Hubbs Rehnquist sworn in as US Supreme Court Justice
1972 Jan 8,Dmitri Shostakovich' 15th Symphony premieres in Moscow
1972 Jan 8,NCAA announces freshman can play on teams starting in fall
1972 Jan 9,Billionaire Howard Hughes says Clifford Irving's autobiography is a fake
1972 Jan 9,Retired passenger liner Queen Elizabeth destroyed by fire in Hong Kong harbour
1972 Jan 9,"Led by future Lakers star Kareem Abdul-Jabbar, Milwaukee Bucks beat LA Lakers, 120-104, ending LA's consecutive win streak at 33, the longest winning streak in major league sports history"
1972 Jan 9,"British coal miners begin a national strike, the first for half a century"
1972 Jan 10," Sheikh Mujibur Rahman arrives in Dacca, East-Pakistan"
1972 Jan 10," Triple album set ""Concert for Bangladesh"" released in UK"
1972 Jan 12, Abu Sayeed Chudhury becomes President of Bangladesh and Sheikh Mujibur Rahman Prime Minister
1972 Jan 12, Tigers sign a lease to build a $126M domed stadium (doesn't happen)
1972 Jan 13," Bernice Gera wins anti-discrimination case against the National Baseball Congressl, initiated March 15, 1971 to be allowed to umpire"
1972 Jan 13," An army commander stages a bloodless coup in Ghana, while the prime minister is in London"
1972 Jan 14," ""Sanford & Son"" starring Redd Foxx premieres on NBC TV"
1972 Jan 14," WMAH TV channel 19 in Biloxi, Mississippi (PBS) begins broadcasting"
1972 Jan 14," WMAU TV channel 17 in Bude, Mississippi (PBS) begins broadcasting"
1972 Jan 14," WMAW TV channel 14 in Meridian, Mississippi (PBS) begins broadcasting"
1972 Jan 14, Margrethe II of Denmark becomes the first Queen of Denmark since 1412
1972 Jan 15, World heavyweight boxing champion Joe Frazier stops Terry Daniels in 4 rounds in New Orleans to retain his WBC and WBA titles
1972 Jan 15," TV drama ""Emergency"" with Randolph Mantooth and Robert Fuller premieres on NBC TV"
1972 Jan 16, Atje Keulen-Deelstra becomes European all-round lady skating champ
1972 Jan 16," Super Bowl VI, Tulane Stadium, New Orleans, LA: Dallas Cowboys beat Miami Dolphins, 24-3; MVP: Roger Staubach, Dallas, QB"
1972 Jan 17, Section of Memphis' Highway 51 South renamed Elvis Presley Boulevard
1972 Jan 17," Seven men who were held as internees escape from the prison ship HMS Maidstone in Belfast Lough, North Ireland"
1972 Jan 17," ""My Hang-Up Is You"" single released by Freddie Hart (Billboard Song of the Year 1972)"
1972 Jan 18, Prime Minister of Northern Ireland Brian Faulkner bans all parades and marches in Northern Ireland until the end of the year
1972 Jan 18," Garfield Todd, former Prime Minister of Southern Rhodesia and his daughter Judith, supporters of black majority rule in the country, are arrested"
1972 Jan 18," 22nd NBA All Star Game, The Forum, Inglewood, Ca: West beats East, 112-110: MVP: Jerry West, LA Lakers, G, hits a last-second, 20-foot game-winning jumper"
1972 Jan 19," Sandy Koufax, Yogi Berra, & Early Wynn elected to Baseball Hall of Fame"
1972 Jan 20, Six oil exporting countries conclude meetings with Western oil companies; an agreement is reached to raise the price of crude
1972 Jan 20, Number of people out of work and claiming unemployment benefit in UK rises to over 1 million
1972 Jan 21, Assam's North East Frontier Agency becomes Arunachal Pradesh territory
1972 Jan 21, Belgian government of Eyskens-Cools forms
1972 Jan 21," Manipur, Meghalaya and Tripura become separate states of the Indian union"
1972 Jan 21," Mizoram, formerly part of Assam, creates an Indian union territory"
1972 Jan 22," An anti-internment march is held at Magilligan strand, County Derry; as the march nears the internment camp it is stopped by members of the Green Jackets and the Parachute Regiment of the British Army, who used barbed wire to close off the beach"
1972 Jan 23, Ard Schenk becomes European all-round skating champion
1972 Jan 23, Bootlegger sells wood alcohol to wedding party-100 die-New Delhi
1972 Jan 23, Entire population of Istanbul under 24 hour house arrest
1972 Jan 23," 22nd NFL Pro Bowl, LA Memorial Coliseum: AFC beats NFC, 26-13; MVPs: Jan Stenerud, Kansas City Chiefs, PK; Willie Lanier, Kansas City Chiefs, LB"
1972 Jan 24," WRIP (now WDSI) TV channel 61 in Chattanooga, TN (IND) 1st broadcast"
1972 Jan 24," Japanese Sgt. Shoichi Yokoi is found hiding in a Guam jungle, where he had been since the end of World War II."
1972 Jan 25," 25th NHL All-Star Game, East beats West, 3-2; MVP: Bobby Orr, Boston, D, at Metropolitan Sports Centre, Bloomington, Minnesota"
1972 Jan 25, 7' Ohio State center Luke Witte is stomped in face during a brawl in a game with Minnesota
1972 Jan 26," Serbian air stewardess Vesna Vulovic survives 10,160m fall without parachute - world's highest fall without a parachute"
1972 Jan 27," Two Royal Ulster Constabulary officers shot dead by IRA in an attack on their patrol car in the Creggan Road, Derry"
1972 Jan 27," The British Army and the Irish Republican Army engage in gun battles near County Armagh; British troops fire over 1,000 rounds of ammunition"
1972 Jan 27," World premiere of Scott Joplin's rediscovered opera ""Treemonisha"" at Morehouse College in Atlanta"
1972 Jan 28, Oral Roberts' Eddie Woods grabs 30 rebounds for 2nd consecutive game
1972 Jan 28," The Northern Ireland Civil Rights Association place ""special emphasis on the necessity for a peaceful incident-free day"" at the next march on 30 January in an effort to avoid violence"
1972 Jan 29, 5th ABA All-Star Game: East 142 beats West 115 at Louisville
1972 Jan 30, Pakistan withdraws from the Commonwealth of Nations
1972 Jan 30," Bloody Sunday: 27 unarmed civilians are shot (14 are killed) by the British Army during a civil rights march in Derry, Northern Ireland; this is the highest death toll from a single shooting incident during 'the Troubles'"
1972 Jan 31, Aretha Franklin sings at Mahalia Jackson's funeral
1972 Jan 31, Birendra Bir Bikram Shah Dev becomes 11th King of Nepal
1972 Jan 31, Military coup ousts civilian government of Ghana
1972 Jan 31," US launches HEOS A-2 for interplanetary observations (396/244,998)"
1972 Jan 31," British Home Secretary Reginald Maudling to House of Commons on 'Bloody Sunday', ""The Army returned the fire directed at them with aimed shots and inflicted a number of casualties on those who were attacking them with firearms and with bombs"""
1972 Feb 1,1st scientific hand-held calculator (HP-35) introduced ($395)
1972 Feb 1,"Wings release ""Give Ireland Back to the Irish"" in UK"
1972 Feb 1,Kuala Lumpur becomes a city by a royal charter granted by the Yang di-Pertuan Agong of Malaysia.
1972 Feb 1,British Prime Minister Edward Heath announces the appointment of Lord Chief Justice Lord Widgery to undertake an inquiry into the 13 deaths on 'Bloody Sunday' (30 January 1972)
1972 Feb 1,The Ministry of Defence also issues a detailed account of the British Army's version of events during 'Bloody Sunday'
1972 Feb 1,1972 NFL Draft: Walt Patulski from University of Notre Dame first pick by Buffalo Bills
1972 Feb 1,"""Harvest"" 4th studio album by Neil Young is released (best selling album US 1972)"
1972 Feb 2,"Lefty Gomez, Ross Youngs & William Harridge selected for Hall of Fame"
1972 Feb 2,"Tom Stoppard's play ""Jumpers"" premieres in London"
1972 Feb 2,Angry demonstrators burn the British Embassy in Dublin to the ground in protest at the shooting dead of 13 people on 'bloody sunday'
1972 Feb 3,"XI Winter Olympic Games opens in Sapporo, Japan (1st in Asia)"
1972 Feb 3,US performs nuclear test at Nevada Test Site
1972 Feb 4,6th round of Strategic Arms Limitation Talks ends in Vienna Austria
1972 Feb 4,Senator Strom Thurmond suggests John Lennon be deported
1972 Feb 4,"Dutch speed skater Ard Schenk wins the 5,000m at the Sapporo Winter Olympics; also wins the 1,500m and 10,000m gold medals"
1972 Feb 5,"""Another Puff"" by Jerry Reed peaks at #65"
1972 Feb 5,Bob Douglas is 1st African American elected to Basketball Hall of Fame
1972 Feb 5,US airlines begin mandatory inspection of passengers & baggage
1972 Feb 5,Two IRA members are killed when a bomb they were planting exploded prematurely
1972 Feb 5,German speed skater Erhard Keller wins his 2nd consecutive Olympic 500m gold medal at the Sapporo Winter Games after taking out the event in Grenoble (1968)
1972 Feb 6,"A Civil Rights march held in Newry, County Down; very large turn-out with many people attending to protest at the killings in Derry the previous Sunday"
1972 Feb 6,"29th Golden Globes: ""The French Connection"", Gene Hackman, & Jane Fonda win"
1972 Feb 6,"Dutch speed skater Ard Schenk follows his win in the 5,000m with victory in the 1,500m, on his way to 3 gold medals at the Sapporo Winter Olympics; also wins 10,000m"
