1975 Jan 1,"H. R. Haldeman, Ehrlichman, Mitchell and Mardian convicted of Watergate crimes"
1975 Jan 1,International Women's Year begins
1975 Jan 1,Sweden adopts constitution
1975 Jan 1,U.S. Federal oil depletion allowance eliminated for large producers
1975 Jan 1,"Australian Open Men's Tennis: Home favourite John Newcombe wins 7th and last career Grand Slam singles title; beats Jimmy Connors of the US 7-5, 3-6, 6-4, 7-6"
1975 Jan 1,"61st Rose Bowl: #5 Southern California beats #3 Ohio State, 18-17"
1975 Jan 1,"41st Orange Bowl: #9 Notre Dame beats #2 Alabama, 13-11"
1975 Jan 2,US Department of Interior designates grizzly bear a threatened species
1975 Jan 4,"""Good News"" closes at St James Theater NYC after 16 performances"
1975 Jan 4,"""Gypsy"" closes at Winter Garden Theater NYC after 120 performances"
1975 Jan 4,"""Over Here"" closes at Shubert Theater NYC after 341 performances"
1975 Jan 4,Ford Executive Order on CIA Activities within the US (No 11828)
1975 Jan 4,"Ice thickness measured at 4776 m, Wilkes Land, Antarctica"
1975 Jan 4,Montreal Canadiens shutout Washington Capitals 10-0
1975 Jan 4,New Orleans Jazz set a then NBA record (with 24-second shot clock) by scoring only 20 points in the first half of a 111-89 loss in Seattle; unwanted record stands for nearly 25 years
1975 Jan 5,"Charlie Smalls' ""Wiz"" opens at Majestic Theater NYC for 1672 performances"
1975 Jan 5,Salyut 4 with crew of 2 is launched for 30 days
1975 Jan 5,"14 die when British freighter ""Lake Illawarra"" rams pylon bridge between Derwent & Hobart, Tasmania & ship sinks"
1975 Jan 6,"""AM America"" premieres on ABC-TV with Bill Beutel as host"
1975 Jan 6,"""Wheel Of Fortune"" debuts on NBC-TV"
1975 Jan 6,"1000 Led Zeppelin fans, waiting overnight inside the lobby of the Boston Garden for tickets to the group's February 4th gig to go on sale, cause a riot and an esimated $30,000 damage"
1975 Jan 7,Bollingen Prize for poetry awarded to AR Ammons (Sphere)
1975 Jan 7,"Gary Geld & Peter Udell's musical ""Shenandoah"" premieres in NYC for 1050 performances"
1975 Jan 7,"Led Zeppelin fans riot before Boston concert causing $30,000 damage"
1975 Jan 8,"Judge John Sirica orders release of Watergate's John W. Dean III, Herbert W. Kalmbach and Jeb Stuart Magruder from prison"
1975 Jan 9,600 employees of Royal Canadian Mint go on strike
1975 Jan 9,Australia beat England by 171 runs in 4th Test to regain Ashes
1975 Jan 11, Soyuz 17 carries 2 cosmonauts to space station Salyut 4
1975 Jan 12, Chrysler Corp offers 1st car rebates
1975 Jan 12," Super Bowl IX, Tulane Stadium, New Orleans, LA: Pittsburgh Steelers beat Minnesota Vikings, 16-6; MVP: Franco Harris, Pittsburgh, RB"
1975 Jan 13," Henry Kissinger hints at military action against oil countries in case of ""actual strangulation of the industrialized world"" in the wake of oil shock"
1975 Jan 14, Anita Wold (Norway) sets women's ski jump distance record-98 m
1975 Jan 14, USSR breaks trade agreement with US
1975 Jan 14," 17-year-old Lesley Whittle is kidnapped in Shropshire, England"
1975 Jan 14," 25th NBA All-Star Game, Arizona Vets Memorial Coliseum, Phoenix, Az: East beats West, 108-102; MVP: Walt Frazier, NY Knicks, PG"
1975 Jan 15, Portugal signs accord for Angola's independence
1975 Jan 15, Space Mountain opens at Disneyland
1975 Jan 15, Pioneering American female comedian Phyllis Diller gets a star on the Hollywood Walk of Fame
1975 Jan 18," ""Jeffersons"" spinoff from ""All in the Family"" premieres on CBS"
1975 Jan 19," 4 mail truck assault on El Al B-747 in Paris, escape to Iraq"
1975 Jan 19," Triple J begins broadcasting in Sydney, Australia."
1975 Jan 20," 25th NFL Pro Bowl, Miami Orange Bowl: NFC beats AFC, 17-10; MVP: James Harris, LA Rams, QB"
1975 Jan 20," Terrence McNally's play ""Ritz"" premieres in NYC"
1975 Jan 21," 28th NHL All-Star Game, Montreal Forum: Wales Conference beats Campbell Conference, 7-1; MVP: Syl Apps Jr., Pittsburgh, C"
1975 Jan 22," Landsat 2, an Earth Resources Technology Satellite, launched"
1975 Jan 23," ""Barney Miller"" premieres on ABC TV"
1975 Jan 23, Former Pittsburgh Pirates slugger Ralph Kiner is elected to the Baseball Hall of Fame
1975 Jan 24," ""Hot l Baltimore"" situation comedy premieres on ABC TV"
1975 Jan 24," Fastest Earth-bound object, 7200 kph, in vacuum centrifuge, England"
1975 Jan 25," 10th hat trick in NY Islander history, Denis Potvin's 1st"
1975 Jan 25, Bangladeshi parliament disposes of premier Sheikh Mujibur Rahman
1975 Jan 25," 32nd Golden Globes: ""Chinatown"", Jack Nicholson, & Gena Rowlands win"
1975 Jan 26," Edward Albee's ""Seascape"" premieres in NYC"
1975 Jan 28, 8th ABA All-Star Game: East 151 beats West 124 at San Antonio
1975 Jan 28, 1975 NFL Draft: Steve Bartkowski from University of California first pick by Atlanta Falcons
1975 Jan 29," ""Men on the Moon"" opens at Little Theater NYC for 5 performances"
1975 Jan 29," First American Annual Comedy Awards, hosted by Alan King"
1975 Jan 29, West Indies win fifth test against India to win an exciting series 3-2
1975 Jan 30," Ernő Rubik applies for a patent for his ""Magic Cube"" invention, later to be known as a Rubik's cube"
1975 Jan 31," Barry Manilow's single ""Mandy"" goes gold"
1975 Jan 31," John Lennon releases ""#9 Dream"""
1975 Feb 1,"""Hoppy, Gene & Me"" by Roy Rogers peaks at #65"
1975 Feb 1,"""Men on the Moon"" closes at Little Theater NYC after 5 performances"
1975 Feb 1,Otis Francis Tabler is 1st open homosexual to get security clearance to work for the Defense Department
1975 Feb 2,Army offensive against rebels in Eritrea
1975 Feb 2,US female Figure Skating championship won by Dorothy Hamill
1975 Feb 2,US male Figure Skating championship won by Gordon McKellen Jr
1975 Feb 3,"Billy Herman, Earl Averill, & Bucky Harris elected to Hall of Fame"
1975 Feb 4,"Haicheng earthquake, M 7.3, strikes Haicheng, Liaoning, China"
1975 Feb 6,US performs nuclear test at Nevada Test Site
1975 Feb 8,Pete Maravich scores 47 points as the New Orleans Jazz end a 28 game NBA road losing streak with a 106-102 win over the Hawks in Atlanta
1975 Feb 8,1800 Unification church couples wed in Korea
1975 Feb 8,Caps only got one shot in a period against Islanders
1975 Feb 9,Soyuz 17 returns to Earth
1975 Feb 10," William ""Judy"" Johnson selected to baseball Hall of Fame"
1975 Feb 10," The Provisional Irish Republican Army agrees to a truce and ceasefire with the British government and the Northern Ireland Office; Seven ""incident centres"" are established in nationalist areas to monitor the ceasefire"
1975 Feb 11, Margaret Thatcher defeats Edward Heath for leadership of the British Conservative Party
1975 Feb 11," Tv drama “Sarah T: Portrait of A Teenage Alcoholic”, starring Linda Blair, premieres on US network NBC"
