2008 Jan 1,A New Hampshire law legalizing civil unions for same-sex couples comes into effect.
2008 Jan 1,Malta and Cyprus officially adopt the Euro currency and become the fourteenth and fifteenth Eurozone countries.
2008 Jan 1,"94th Rose Bowl: #6 Southern California beats #13 Illinois, 49-17"
2008 Jan 1,"74th Sugar Bowl: #5 Georgia beats #10 Hawai'i, 41-10"
2008 Jan 2,"37th Fiesta Bowl: #11 West Virginia beats #3 Oklahoma, 48-28"
2008 Jan 3,"74th Orange Bowl: #8 Kansas beats #5 Virginia Tech, 24-21"
2008 Jan 4,"Hopman Cup Tennis, Perth: Americans Serena Williams & Mardy Fish beat Serbian pair Novak Đoković & Jelena Janković 7-6, 6-2 for an unassailable 2-0 lead, and the 5th US title"
2008 Jan 7,13th Critics' Choice Movie Awards: No Country for Old Men wins Best Film
2008 Jan 7,"College Football, 10th BCS National Championship Louisiana Superdome, New Orleans: #2 LSU beats #1 Ohio State, 38-24"
2008 Jan 8,"New Jersey officially apologizes for slavery, becoming the first Northern state to do so."
2008 Jan 8,34th People's Choice Awards: Johnny Depp & Reese Witherspoon win (Movie Star) and Patrick Dempsey & Katherine Heigl win (TV)
2008 Jan 8,"Joe Gibbs retires, for the second time, as head coach of the Washington Redskins"
2008 Jan 13," 65th Golden Globes (announced): Atonement, Daniel Day-Lewis, & Julie Christie win"
2008 Jan 13," Orlando Magic knock down a then NBA-record 23 3-pointers in 37 attempts (62.2%); Jameer Nelson goes 5-for-5 from beyond the arc as Magic beat the Sacramento Kings, 139-107"
2008 Jan 14, MESSENGER spacecraft performs a Mercury flyby
2008 Jan 18, The United Nations announce George Clooney as a UN messenger of peace
2008 Jan 20," AFC Championship, Gillette Stadium, Foxborough: New England Patriots beat San Diego Chargers, 21-12"
2008 Jan 20," NFC Championship, Lambeau Field, Green Bay: New York Giants beat Green Bay Packers, 23-20 (OT)"
2008 Jan 20," ""Breaking Bad"", created by Vince Gilligan and starring Bryan Cranston and Aaron Paul premieres on AMC"
2008 Jan 21," Black Monday in worldwide stock markets. FTSE 100 had its biggest ever one-day points fall, European stocks closed with their worst result since 9/11, and Asian stocks drop as much as 15%."
2008 Jan 21, The Eyak language in Alaska becomes extinct as its last native speaker dies
2008 Jan 26," Australian Open Women's Tennis: Russian Maria Sharapova wins her first and only Australian title; beats Ana Ivanović of Serbia 7-5, 6-3"
2008 Jan 27," Australian Open Men's Tennis: Novak Đoković beats Jo-Wilfried Tsonga of France 4-6, 6-4, 6-3, 7-6 to become first Serbian player to win a Grand Slam title"
2008 Jan 27," 56th NHL All-Star Game, Phillips Arena, Atlanta, GA: Eastern Conference beats Western Conference, 8-7; MVP: Eric Staal, Carolina, C"
2008 Jan 27," 24th Sundance Film Festival: ""Frozen River"", directed by Courtney Hunt, wins Grand Jury Prize Dramatic"
2008 Feb 1,"Canadian jockey Russell Baze rides his 10,000th career winner aboard Two Step Cat in 3rd race at Golden Gate Fields, Albany, CA; prevails in a 3-horse photo finish"
2008 Feb 1,"Minnesota starter Johan Santana signs a 6-year, $137.5 million deal with the New York Mets to become the highest-paid pitcher in MLB history; trade from Twins to Mets official the next day"
2008 Feb 3,"Super Bowl XLII, University of Phoenix Stadium, Glendale, AZ: New York Giants beat New England Patriots, 17-14; MVP: Eli Manning, New York, QB"
2008 Feb 5,"A major tornado outbreak across the Southern United States leaves at least 58 dead, the most since the May 31, 1985 outbreak that killed 88."
2008 Feb 7,"58th Berlin International Film Festival: ""Elite Squad"" wins the Golden Bear"
2008 Feb 8,Nebraska bans electric chair as sole execution method
2008 Feb 10," The 2008 Namdaemun fire severely damages Namdaemun, the first National Treasure of South Korea."
2008 Feb 10," 50th Grammy Awards: Amy Winehouse wins 5 awards including song ""Rehab"", Herbie Hancock wins Album of the Year"
2008 Feb 10," NFL Pro Bowl, Aloha Stadium, Honolulu, HI: NFC beats AFC, 42-30; MVP: Adrian Peterson, Minnesota Vikings, RB"
2008 Feb 10," 61st British Film and Television Awards (BAFTAS): ""Atonement"" Best Film, Ethan and Joel Coen Best Director"
2008 Feb 11," In East Timor, assassination attempts were made on Xanana Gusmao and Jose Ramos-Horta. Both failed."
2008 Feb 13, Australian Prime Minister Kevin Rudd makes an historic apology to the Indigenous Australians and the Stolen Generations.
2008 Feb 13, The LZR Racer Suit is unveiled in NYC; line of competition swimsuits made by Speedo using high-tech fabric of woven elastane-nylon & polyurethane; times went down dramatically; rules changed 2010
2008 Feb 14," Northern Illinois University shooting: a gunman opened fire in a lecture hall of the DeKalb County, Illinois university resulting in 24 casualties; 6 fatalities (including gunman) and 18 injured."
2008 Feb 14," 39th NAACP Image Awards: ""The Great Debaters"" wins Outstanding Motion Picture"
2008 Feb 17, Kosovo declares independence from Serbia.
2008 Feb 17," 57th NBA All-Star Game, New Orleans Arena, New Orleans, LA: East beats West, 134-128; MVP: LeBron James, Cleveland Cavaliers, F"
2008 Feb 17," 50th Daytona 500: Ryan Newman wins shootout going into the final turn from Tony Stewart, and the Busch brothers, Kurt and Kyle"
2008 Feb 18," Laureus World Sports Awards, Marinsky Theatre, St. Petersburg, Russia: Sportsman: Roger Federer; Sportswoman: Justine Henin; Team: South African Men's National Rugby Union team"
