1981 Jan 1,Greece is 10th country to join European Economic Community
1981 Jan 1,International Year for the Disabled begins
1981 Jan 1,Palau (Trust Territory of Pacific Is) becomes self-governing
1981 Jan 1,Roger Smith becomes CEO of General Motors
1981 Jan 1,"67th Rose Bowl: #5 Michigan beats #16 Washington, 23-6"
1981 Jan 1,"47th Sugar Bowl: #1 Georgia beats #7 Notre Dame, 17-10"
1981 Jan 1,"47th Orange Bowl: #4 Oklahoma beats #2 Florida State, 18-17"
1981 Jan 3,"NBA's Cleveland Cavaliers retire jersey # 34, Austin Carr"
1981 Jan 3,Australian cricket captain Greg Chappell scores a masterly 204 v India in the 1st Test in Sydney; home side wins by an innings and 4 runs
1981 Jan 3,"Australian Open Women's Tennis: Czech teenager Hana Mandlíková wins her 1st of 4 career Grand Slam singles titles; beats home favourite Wendy Turnbull 6-0, 7-5"
1981 Jan 3,"American golfer Johnny Miller wins the sport's first $1 million tournament when he beats Seve Ballesteros of Spain in a playoff in the inaugural Million Dollar World Challenge at Sun City, South Africa"
1981 Jan 4,"""Frankenstein"" opens & closes on Broadway"
1981 Jan 4,"""Peter Pan"" closes at Lunt-Fontanne Theater NYC after 578 performances"
1981 Jan 4,"British police arrest Peter Sutcliffe, the ""Yorkshire Ripper"""
1981 Jan 4,"""Red Right 88"", trailing 14–12 Clevelands Browns attempt an end zone pass play (Red Right 88) and a game-winning field goal in the final minute, but pass intercepted by Raiders safety Mike Davis and Oakland wins"
1981 Jan 4,"Australian Open Men's Tennis: American Brian Teacher wins his first and only Grand Slam event; beats home favourite Kim Warwick 7-5, 7-6, 6-3"
1981 Jan 5,"""Nightline"" with Ted Koppel extended from 20 mins to 30 mins"
1981 Jan 5,"Peter Sutcliffe, a truck driver confesses that he is the ""Yorkshire Ripper"" and murdered 13 women"
1981 Jan 6,50th hat trick in Islander history-John Tonelli scored 5 goals
1981 Jan 8,"""Pirates of Penzance"" opens at Uris Theater NYC for 772 performances"
1981 Jan 8,India all out 63 in one-day international v Australia
1981 Jan 8,Reds become last team to sign a free agent (Larry Biitner)
1981 Jan 8,"Isabel Allende begins a letter to her dying grandfather that will become her first novel ""The House of the Spirits"""
1981 Jan 9,Francisco Balsamao elected President of Portugal
1981 Jan 10," El Salvador guerrilla group FMLN opens ""general offensive"""
1981 Jan 10," John Severin sets 100-mi unicycle speed record, 9 h 21 m"
1981 Jan 11," ""Tintypes"" closes at John Golden Theater NYC after 93 performances"
1981 Jan 11, Palau adopts constitution
