1967 Jan 1,Canadian Amateur Football Association formally becomes successor to Canadian Rugby Football Union; turns over the Grey Cup trophy to the CFL
1967 Jan 1,"Second day's play in Calcutta 2nd cricket Test, India v W Indies is cancelled by riots; ticket holders denied access starts trouble outside ground; escalates with fires in stands and pitch damage; WI win by 45"
1967 Jan 1,FCC requires AM-FM sister stations to be at least 50% different
1967 Jan 1,"NFL Championship, Cotton Bowl, Dallas: Green Bay Packers beat Dallas Cowboys, 34-27"
1967 Jan 1,"AFL Championship, War Memorial Stadium, Buffalo: Kansas City Chiefs beat Buffalo Bills, 31-7; QB Len Dawson passes for 2 TDs, RB Mike Garrett runs for 2 TDs"
1967 Jan 1,St Helena adopts constitution
1967 Jan 1,Tonga revises constitution
1967 Jan 1,"WABW TV channel 14 in Pelham, GA (PBS) begins broadcasting"
1967 Jan 2,"53rd Rose Bowl: #7 Purdue beats Southern California, 14-13"
1967 Jan 2,"33rd Sugar Bowl: #6 Alabama beats #3 Nebraska, 34-7"
1967 Jan 2,"33rd Orange Bowl: Florida beats #8 Georgia Tech, 27-12"
1967 Jan 3,"""The Tonight Show"" is shortened from 105 to 90 minutes"
1967 Jan 3,Carl Wilson of the Beach Boys is indicted for draft evasion
1967 Jan 3,"WJAN TV channel 17 in Canton, OH (IND) begins broadcasting"
1967 Jan 4,English land and boat racer Donald Campbell is killed while driving jet-powered boat Bluebird K7 on Coniston Water in England trying to beat his own water speed record
1967 Jan 5,"KLXA (now KTBN) TV channel 40 in Fontana-San Ana, CA (IND) begins"
1967 Jan 6,"""Milton Berle Show"" last airs on ABC-TV"
1967 Jan 6,"KHTV TV channel 39 in Houston, TX (IND) begins broadcasting"
1967 Jan 6,"2 homemade buses collided on a mountain road in Terpate, Philippines plunging off a cliff, killing 84, injuring 140"
1967 Jan 6,"United States Marine Corps and ARVN troops launch ""Operation Deckhouse Five"" in the Mekong River delta."
1967 Jan 9,Georgia legislature seats Rep Julian Bond
1967 Jan 9,"NFL New Orleans' franchise takes name ""Saints"""
1967 Jan 10," Edward W. Brooke (Sen-R-Mass), takes his seat as the 1st popularly elected African American to the US Senate"
1967 Jan 10, Lester Maddox inaugurated as Governor of Georgia
1967 Jan 10, PBS (the National Educational TV) begins as a 70 station network
1967 Jan 10," 17th NBA All-Star Game, Cow Palace, San Francisco, Ca: West beats East, 135-120; MVP: Rick Barry, SF Warriors, SF"
1967 Jan 11, Romeinse Curie installs Council for Pontifical Study commission
1967 Jan 11, San Diego is granted an NBA franchise to be called the Rockets; franchise moves to Houston for the 1971-72 season
1967 Jan 12," Louisville, Kentucky, draft board refuses exemption for boxer Muhammad Ali"
1967 Jan 12, Dr. James Bedford becomes the first person to be cryonically preserved with intent of future resuscitation and remains preserved at the Alcor Life Extension Foundation
1967 Jan 12," NBC premiers the colorized remake of ""Dragnet"""
1967 Jan 13, Bloodless coup in Togo led by Lt. Col. Étienne Eyadéma and Kléber Dadjo
1967 Jan 14," 20,000 attend Human Be-In, San Francisco"
1967 Jan 14, Earthquake in Sicily kills 231
1967 Jan 14, New York Times reports Army is conducting secret germ warfare experiments
1967 Jan 14," Sonny & Cher release single ""Beat Goes On"""
1967 Jan 15," Rolling Stones appear for the fifth time on the Ed Sullivan Show, reluctantly agree to alter lyrics of ""Let's Spend The Night Together"" [1] [2]"
1967 Jan 15," Super Bowl I, LA Memorial Coliseum, Los Angeles, CA: Green Bay Packers beat KC Chiefs, 35-10; MVP: Bart Starr, Green Bay, QB"
1967 Jan 16, 1st black government installed in Bahamas
1967 Jan 16," Lucius Amerson, becomes 1st southern (Alabama) African American sheriff in 20th century"
1967 Jan 18," 20th NHL All-Star Game, Montreal Forum, Montreal, QC: Montreal Canadiens beat All-Stars, 3-0; MVP: Henri Richard, Montreal, C"
1967 Jan 18, Albert DeSalvo (Boston Strangler) sentenced to life in prison
1967 Jan 18, US performs nuclear test at Nevada Test Site
1967 Jan 19," Herr Karl Tausch writes shortest will ""Vse Zene"" (All to wife)"
1967 Jan 20, Philadelphia 76ers center Wilt Chamberlain makes all 15 of his field goal attempts in a 119-108 win over LA Lakers; NBA record for consecutive shots made; beats mark twice before 1966-67 season ends
1967 Jan 21," 6th AFL All Star Game, LA Memorial Coliseum: Eastern Division beats Western Division, 30-23: MVPs: Babe Parilli, Boston Patriots, QB; Verlon Biggs, NY Jets, DE"
1967 Jan 21, US female Figure Skating championship won by Peggy Fleming
1967 Jan 21, US male Figure Skating championship won by Gary Visconti
1967 Jan 22," 17th NFL Pro Bowl, LA Memorial Coliseum: East beats West, 20-10; MVPs: Gale Sayers, Chicago Bears, HB; Floyd Peters, Philadelphia Eagles, DT"
1967 Jan 23, Stan Musial is named GM of Cards
1967 Jan 26, USSR performs nuclear test at Sary Shagan USSR
1967 Jan 26," Chicago Blizzard strikes with a record 23 inches of snow fall causing 800 buses and 50,000 automobiles to be abandoned"
1967 Jan 27, The Beatles sign a 9 year worldwide contract with EMI records
1967 Jan 27, New Orleans Saints sign their 1st player (Paige Cothren-kicker)
1967 Jan 27, Treaty signed banning military use of nuclear weapons in space
1967 Jan 28," Rolling Stones release ""Let's Spend the Night Together"""
1967 Jan 29," ""Let's Sing Yiddish"" closes at Brooks Atkinson NYC after 107 performances"
1967 Jan 29, Branch Rickey & Lloyd Waner elected to Baseball Hall of Fame
1967 Jan 29, Kees Verkerk becomes European skating champ
1967 Jan 29," WDAZ TV channel 8 in Devils Lake, ND (NBC) begins broadcasting"
1967 Jan 29," The Arusha Declaration written by Tanzanian President Julius Nyerere is issued, clarifying Tanzania's path towards Ujamaa (African socialism)"
1967 Jan 30," Australian Championships Women's Tennis: American Nancy Richey wins her first and only Australian title; beats home favourite Lesley Turner Bowrey 6-1, 6-4"
1967 Jan 30," Australian Championships Men's Tennis: Roy Emerson repeats previous year's result; beats American Arthur Ashe 6-4, 6-1, 6-4 for his 5th straight Australian title"
1967 Feb 1,Severe bushfires in Tasmania destroy $11 million & take 60 lives
1967 Feb 1,"WCLP TV channel 18 in Chatsworth, GA (PBS) begins broadcasting"
1967 Feb 1,The 10-team American Basketball Association (ABA) with George Mikan as Commissioner is formed and lasts 9 years; its three-point shot remains a feature of the game
1967 Feb 2,Bolivia adopts its constitution
1967 Feb 2,Formation of American Basketball Association is announced
1967 Feb 3,"""Purple Haze"" recorded by Jimi Hendrix"
1967 Feb 3,"Ronald Ryan, the last person to be executed in Australia, is hanged in Pentridge Prison, Melbourne"
1967 Feb 4,"""Wild Thing"" cover version by Senator Bobby hits #20 on the pop singles chart"
1967 Feb 4,US launches Lunar Orbiter 3
1967 Feb 5,"""Smothers Brothers Comedy Hour"" premieres on CBS (later ABC, NBC)"
1967 Feb 5,Anastasio Somoza Debayle elected President of Nicaragua
1967 Feb 5,Bollingen Prize for poetry awarded to Robert Penn Warren
1967 Feb 6,Cultural Revolution in Albania
1967 Feb 6,Muhammad Ali pummels Ernie Terrell for 15 rounds to retain his world heavyweight boxing crown at Houston Astrodome; regains Terrell’s WBA belt as well
1967 Feb 7,"A fire at a restaurant in Montgomery, Alabama kills 25 people."
1967 Feb 8,Longest losing streak in Toronto Maple Leaf history (10 games)
1967 Feb 8,Peter (Asher) & Gordon (Waller) discontinue their singing partnership
1967 Feb 8,Pirate Radio UKGM (England) closes down
1967 Feb 8,US performs nuclear test at Nevada Test Site
1967 Feb 10, 25th Amendment (US Presidential Disability & Succession) ratified
1967 Feb 12, Kees Verkerk becomes world champ all round skater
1967 Feb 12," Keith Richards, Mick Jagger & Marianne Faithful busted for drugs"
1967 Feb 12, Pirate Radio Free Harlem (NYC) begins transmitting
1967 Feb 14," ""Respect"" single recorded by Aretha Franklin (Billboard Song of the Year 1967)"
1967 Feb 14, Latin American nuclear free zone proposal drawn up
1967 Feb 15, 1st anti-bootleg recording laws enacted
1967 Feb 15, D66 (D'66) wins 7 seats in Dutch 2nd Chamber
1967 Feb 15," Longest dream (REM sleep) on record, Bill Carskadon, Chicago (2:23)"
1967 Feb 15," 24th Golden Globes: A Man for All Seasons, Paul Scofield, & Anouk Aimee win"
1967 Feb 16, Red Ruffing selected to Hall of Fame
1967 Feb 17," Beatles release ""Penny Lane"" & ""Strawberry Fields"""
1967 Feb 17, Kosmos 140 (Soyuz Test) launches into Earth orbit
1967 Feb 18, Softball pitcher Eddie Feigner strikes out 6 straight major leaguers
1967 Feb 19, Stien Kaiser becomes world champion lady's skater
1967 Feb 22," Barbara Garson's ""MacBird"" premieres in NYC"
1967 Feb 22, Sling-shot goal post & 6' wide border around field are standard in NFL
1967 Feb 22," 25,000 US and South Vietnamese troops launch Operation Junction City against the Viet Cong. Largest US airborne assault since WWII."
1967 Feb 23, 25th amendment (US Presidential succession) adopted
1967 Feb 23," John Herbert's ""Fortune & Men's Eyes"" premieres in NYC"
1967 Feb 23, Ted Workman replaces Senator Keith Davey as CFL commissioner
1967 Feb 23," Noam Chomsky's anti-Vietnam war essay ""The Responsibility of Intellectuals"" is published by the New York Review of Books"
1967 Feb 26, USSR performs nuclear test at Eastern Kazakh/Semipalitinsk USSR
1967 Feb 26," Verne Gagne beats Mad Dog Vachon in St Paul, to become NWA champ"
1967 Feb 26, 9th Daytona 500: Mario Andretti wins his first and only NASCAR Grand National event; only time driver born outside the US has ever won the Great American Race
1967 Feb 27, Antigua & St Christopher-Nevis become associated states of UK
1967 Feb 27, Dominica gains independence from England
1967 Feb 27, Rio de la Plata Treaty
1967 Feb 28, Wilt Chamberlain sinks NBA record 35th consecutive field goal
1967 Feb 28," A West German court rules that impostor Anna Anderson failed to prove that she was missing Russian duchess Anastasia Romanov, ending a legal case that lasted almost 30 years"
1967 Mar 1,MLB Commissioner William Eckert approves the Baseball Writers Association of America's plan to name a Cy Young Award recipient from both the National and American Leagues
1967 Mar 1,Dominica & St Lucia gain independence from Britain
1967 Mar 1,US House of Representatives expels Rep Adam Clayton Powell Jr (307 to 116)
1967 Mar 1,Queen Elizabeth Hall in London's South Bank Centre opens
1967 Mar 1,"WMET (now WHSW) TV channel 24 in Baltimore, MD (IND) 1st broadcast"
1967 Mar 2,"9th Grammy Awards: ""Strangers in the Night"" by Frank Sinatra wins best record, ""Michele"" by The Beatles best song"
1967 Mar 2,US performs nuclear test at Nevada Test Site
1967 Mar 3,Grenada gains partial independence from Britain
1967 Mar 3,US performs nuclear test at Nevada Test Site
1967 Mar 3,White Sox given permission to use semi-DH in training camp with home club permission (use of pinch hitter twice in same game)
1967 Mar 4,Ice Dance Championship at Vienna won by Towler & Ford (GRB)
1967 Mar 4,Ice Pairs Championship at Vienna won by Belousova & Protopopov (USSR)
1967 Mar 4,Men's Figure Skating Championship in Vienna won by Emmerich Danzer (AUT)
1967 Mar 4,Worlds Ladies' Figure Skating Champion in Vienna won by Peggy Fleming (US)
1967 Mar 5,"WEDN TV channel 53 in Norwich, CT (PBS) begins broadcasting"
1967 Mar 6,2nd Academy of Country Music Awards: Merle Haggard and Bonnie Guitar win
1967 Mar 6,Jimmy Hoffa enters Lewisburg Federal Prison
1967 Mar 6,Muhammad Ali is ordered by selective service to be inducted
1967 Mar 6,"Joseph Stalin's daughter Svetlana Allilujeva approaches the US Embassy in New Delhi, India, and asks for political asylum"
1967 Mar 6,"WACS TV channel 25 in Dawson, GA (PBS) begins broadcasting"
1967 Mar 7,"Clark Gesner's musical ""You're a Good Man"" premieres in NYC"
1967 Mar 7,"Teamster president Jimmy Hoffa begins 8-year jail sentence for defrauding the union & jury tampering (commuted Dec 23, 1971)"
1967 Mar 8,"New Orleans Saints begin selling season tickets (20,000 sold 1st day)"
1967 Mar 11," Pink Floyd releases 1st single ""Arnold Layne"""
1967 Mar 11," 14th ACC Men's Basketball Tournament: North Carolina beats Duke, 82-73"
1967 Mar 12, Austria's Reinhold Bachler ski jumps 505 feet
1967 Mar 12, Indonesian congress strips President Sukarno of authority and names General Suharto as acting President
1967 Mar 13, Congo sentences ex-premier Moise Tsjombe to death
1967 Mar 13," Robert Anderson's ""You Know I Can't Hear You ..."" premieres in NYC"
1967 Mar 14, JFK's body moved from temporary grave to a permanent memorial
1967 Mar 14, 1967 NFL Draft: Bubba Smith from Michigan State first pick by Baltimore Colts
1967 Mar 15, Allied Forces Central Europe (AFCENT)-headquarter moves to Brunssum
1967 Mar 15, Marshal Arturo da Costa e Silva sworn in as President of Brazil
1967 Mar 15," WSJK TV channel 2 in Sneedville/Knoxville, TN (PBS) 1st broadcast"
1967 Mar 16, Pirate Radio Station 333 (Radio Britain) ship breaks down
1967 Mar 18," Beatles' ""Penny Lane"" single goes #1"
1967 Mar 18, Oil tanker Torrey Canyon hits a rock off Cornwall & spills oil
1967 Mar 19, French Somaliland (Djibouti) votes to continue association with France
1967 Mar 20," The Supremes release ""The Happening"""
1967 Mar 20," WOET (now WPTD) TV channel 16 in Dayton, OH (PBS) begins broadcasting"
1967 Mar 22, Muhammad Ali KOs Zora Folley in 7 for heavyweight boxing title
1967 Mar 24," University of Michigan holds 1st ""Teach-in"" after bombing of North Vietnam"
1967 Mar 25," 29th NCAA Men's Basketball Championship: UCLA beats Dayton, 79-64; Bruins center Lew Alcindor (later named Kareem Abdul-Jabbar) tournament MOP"
1967 Mar 25," The Turtle's ""Happy Together"" goes #1"
1967 Mar 25, USSR performs nuclear test at Eastern Kazakh/Semipalitinsk USSR
1967 Mar 25, Who & Cream make US debut at Murray the K's Easter Show
1967 Mar 26, 21st Tony Awards: Homecoming & Cabaret win
1967 Mar 26, Pope Paul VI publishes encyclical Populorum progressio
1967 Mar 28," ""Sherry!"" opens at Alvin Theater NYC for 65 performances"
1967 Mar 28, UN Secretary General U Thant makes public proposals for peace in Vietnam
1967 Mar 29," WCMU TV channel 14 in Mt. Pleasant, MI (PBS) begins broadcasting"
1967 Mar 30," Cover picture of Beatles' ""Sgt Pepper's"" is photographed"
1967 Mar 31, 1st time Jimi Hendrix burns his guitar (London)
1967 Apr 1,1st British ombudsman Sir Edward Compton begins work
1967 Apr 1,The United States Department of Transportation begins operation.
1967 Apr 3,"WNYE TV channel 25 in Brooklyn, NY (PBS) begins broadcasting"
1967 Apr 3,"113 East Europeans attending World Amateur hockey championships in Vienna, ask for political asylum"
1967 Apr 4,"Amsterdam Marines chase ""Nozems"" or rebellious youth out of Central Station"
1967 Apr 4,Dutch De Young government forms
1967 Apr 5,'76er Wilt Chamberlain sets NBA record of 41 rebounds
1967 Apr 5,ATS II launched but fails to reach orbit
1967 Apr 6,Premier Georges Pompidou forms new French government
1967 Apr 7,Israeli Syrian border fights
1967 Apr 7,"Tom Donahue, San Francisco DJ begins new radio format - Progressive (KMPX-FM)"
1967 Apr 8,121st Grand National: John Buckingham aboard rank 100/1 outsider Foinavon avoids famous carnage to win by 15 lengths from favourite Honey End
1967 Apr 8,"12th Eurovision Song Contest: Sandie Shaw for United Kingdom wins singing ""Puppet on a String"" in Vienna"
1967 Apr 9,"""At the Drop of Another Hat"" closes at Booth NYC after 105 performances"
1967 Apr 9,"31st US Masters Tournament, Augusta National GC: Gay Brewer wins his only major title by 1 stroke over runner-up Bobby Nichols"
1967 Apr 9,Shortwave broadcaster Radio NY Worldwide's transmitter burns down
1967 Apr 9,1st Boeing 737 (a 100 series) makes its maiden flight
1967 Apr 10," 39th Academy Awards: ""A Man For All Seasons,"" Best Picture, Elizabeth Taylor & Paul Scofield best actress/actor"
1967 Apr 11," ""Illya Darling"" opens at Mark Hellinger Theater NYC for 320 performances"
1967 Apr 11, Harlem (NYC) voters defy Congress and reelect Adam Clayton Powell Jr.
1967 Apr 11," Tom Stoppard's play ""Rosencrantz & Guildenstern are Dead"" debuts in London at the Old Vic"
1967 Apr 14, General Gnassingbé Eyadéma becomes President of Togo
1967 Apr 14, Red Sox rookie Billy Rohome comes within 1 strike of a no hitter at
1967 Apr 14," Yankee Stadium, Elston Howard singles on a 3-2 pitch"
1967 Apr 15," ""Wait A Minim!"" closes at John Golden Theater NYC after 457 performances"
1967 Apr 15," France wins it’s 4th outright Five Nations Rugby Championship with an 11-6 win over Ireland at Lansdowne Road, Dublin"
1967 Apr 16," ""Walking Happy"" closes at Lunt Fontanne Theater NYC after 161 performances"
1967 Apr 16, Yankees beat Boston 7-6 in 18 innings
1967 Apr 17, Shortwave Radio NY Worldwide goes back on the air after a week off
1967 Apr 17," Surveyor 3 launched; soft lands on Moon, April 20"
1967 Apr 17, 71st Boston Marathon: Dave McKenzie of New Zealand wins in 2:15:45; American Bobbi Gibb 1st woman for 2nd straight year in 3:27:17 (unsanctioned)
1967 Apr 17, Italian boxer Nino Benvenuti beats American Emile Griffith in a 15 round points decision to win world middleweight crown at Madison Square Garden; start of famous trilogy of fights between the pair
1967 Apr 18," Jonathan Frid makes his 1st appearance as 200-year-old vampire Barnabas Collins on TV's ""Dark Shadows"", show becomes a huge hit"
1967 Apr 19," ""Casino Royale"" James Bond comedy film starring David Niven and Peter Sellers premieres. Based on the Ian Fleming novel."
1967 Apr 19, Beatles sign a contract to stay together for 10 years (they don't)
1967 Apr 19, Yugoslav author Mihaljo Mihaljov sentenced 4½ years
1967 Apr 20, French author Régis Debray caught in Bolivia
1967 Apr 20, US Surveyor 3 lands on Moon
1967 Apr 20, USSR performs nuclear test at Eastern Kazakh/Semipalitinsk USSR
1967 Apr 20," NY Met pitcher Tom Seaver wins his 1st game, helps beat Cubs, 6-1"
1967 Apr 20," A Globe Air Bristol Britannia turboprop crashes at Nicosia, Cyprus, killing 126."
1967 Apr 21, Dodgers 1st rain out in Los Angeles (after 737 consecutive games)
1967 Apr 21, Evangelical Broadcasting begins in Netherlands
1967 Apr 21," Military coup in Greece, Konstantinos Kollias becomes premier"
1967 Apr 21, Joseph Stalin's daughter Svetlana Allilueva arrives in New York City after defecting to the US
1967 Apr 22, Martial Law goes into effect in Greece
1967 Apr 23, Soyuz 1 launched; Vladimir Komarov becomes 1st in-flight casualty
1967 Apr 24," 21st NBA Championship: Philadelphia 76ers beat SF Warriors, 4 games to 2"
1967 Apr 24," Vietnam War: American General William Westmoreland says in a news conference that the enemy had ""gained support in the United States that gives him hope that he can win politically that which he cannot win militarily."""
1967 Apr 25, Abortion legalized in Colorado
1967 Apr 25, Britain grants internal self-government to Swaziland
1967 Apr 25," Jules Feiffer's ""Little Murders"" premieres in NYC"
1967 Apr 26," ""Hallelujah, Baby!"" opens at Martin Beck Theater NYC for 293 performances"
1967 Apr 26," KSPS TV channel 7 in Spokane, WA (PBS) begins broadcasting"
1967 Apr 26, San Marco 2 Launch (1st Equatorial Launch)
1967 Apr 27," Expo 67 opens in Montreal, Canada"
1967 Apr 27, US performs nuclear test at Nevada Test Site
